/DisorderList/Disorder/DisorderType/Name,/DisorderList/Disorder/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceClass/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceGeographic/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceType/OrphaNumber,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceType/OrphaNumber/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/@id,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/@id/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/Name/@lang,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/OrphaNumber,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/OrphaNumber/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/Source,/DisorderList/Disorder/PrevalenceList/Prevalence/ValMoy,/DisorderList/Disorder/PrevalenceList/Prevalence/ValMoy/#agg
Disease,Inverse Klippel-Trénaunay syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,17341861[PMID]_23000147[PMID],15,15
Disease,Inverse Klippel-Trénaunay syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Beta-propeller protein-associated neurodegeneration,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,29445477[PMID],68,68
Disease,Beta-propeller protein-associated neurodegeneration,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_29445477[PMID],0,0
Clinical group,PLA2G6-associated neurodegeneration,,,,,,,,,,,,,
Disease,Distal arthrogryposis type 5D,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,25099528[PMID]_24782201[PMID],33,33
Disease,Distal arthrogryposis type 5D,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_25099528[PMID]_24782201[PMID],0,0
Disease,"Autosomal dominant focal dystonia, DYT25 type",,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,23222958[PMID],28,28
Disease,"Autosomal dominant focal dystonia, DYT25 type",<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_23222958[PMID],0,0
Clinical subtype,Acute megakaryoblastic leukemia without Down syndrome,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Malformation syndrome,Autosomal recessive frontotemporal pachygyria,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,23022981[PMID],7,7
Malformation syndrome,Autosomal recessive frontotemporal pachygyria,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Malformation syndrome,Microcephaly-cerebellar hypoplasia-cardiac conduction defect syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,22002884[PMID],4,4
Malformation syndrome,Microcephaly-cerebellar hypoplasia-cardiac conduction defect syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Limbic encephalitis with DPP6 antibodies,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,23225603[PMID],4,4
Disease,Limbic encephalitis with DPP6 antibodies,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Malformation syndrome,Microcephalic primordial dwarfism due to ZNF335 deficiency,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,23178126[PMID]_27540107[PMID]_29652087[PMID],10,10
Malformation syndrome,Microcephalic primordial dwarfism due to ZNF335 deficiency,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_29652087[PMID],0,0
Malformation syndrome,Intellectual disability-craniofacial dysmorphism-cryptorchidism syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,23159249[PMID],2,2
Malformation syndrome,Intellectual disability-craniofacial dysmorphism-cryptorchidism syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Cerebral sinovenous thrombosis,1-9 / 1 000 000,Europe,409967,409967,25965,25965,en,Not yet validated,410294,410294,15858188[PMID]_ORPHANET,0,0
Disease,Cerebral sinovenous thrombosis,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Autosomal dominant neovascular inflammatory vitreoretinopathy,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,23055945[PMID],99,99
Disease,Autosomal dominant neovascular inflammatory vitreoretinopathy,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Developmental delay with autism spectrum disorder and gait instability,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,23065719[PMID]_23243086[PMID],22,22
Disease,Developmental delay with autism spectrum disorder and gait instability,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Tall stature-scoliosis-macrodactyly of the great toes syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,22870295[PMID]_23243086[PMID]_24259409[PMID],2,2
Disease,Tall stature-scoliosis-macrodactyly of the great toes syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Congenital muscular dystrophy with intellectual disability and severe epilepsy,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,23109149[PMID],3,3
Disease,Congenital muscular dystrophy with intellectual disability and severe epilepsy,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Autosomal dominant Charcot-Marie-Tooth disease type 2Q,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,23141294[PMID],8,8
Disease,Autosomal dominant Charcot-Marie-Tooth disease type 2Q,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Spondylocostal dysostosis-hypospadias-intellectual disability syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,23166036[PMID],2,2
Disease,Spondylocostal dysostosis-hypospadias-intellectual disability syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Etiological subtype,Severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,23160192[PMID],13,13
Etiological subtype,Severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_23160192[PMID],0,0
Disease,Congenital chronic diarrhea with protein-losing enteropathy,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,23114594[PMID],2,2
Disease,Congenital chronic diarrhea with protein-losing enteropathy,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,X-linked central congenital hypothyroidism with late-onset testicular enlargement,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,23143598[PMID],27,27
Disease,X-linked central congenital hypothyroidism with late-onset testicular enlargement,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,30936877[PMID]_23104095[PMID]_26008899[PMID],5,5
Disease,Autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_30936877[PMID],0,0
Category,"Genetic 46,XX disorder of sex development",,,,,,,,,,,,,
Category,Genetic disorder of sex development,,,,,,,,,,,,,
Category,"Genetic 46,XY disorder of sex development of endocrine origin",,,,,,,,,,,,,
Category,"Genetic 46,XY disorder of sex development",,,,,,,,,,,,,
Category,Syndrome with disorder of sex development of gynecological interest,,,,,,,,,,,,,
Category,Genetic disorder of sex development of gynecological interest,,,,,,,,,,,,,
Category,Disorder of sex development of gynecological interest,,,,,,,,,,,,,
Category,"46,XY disorder of sex development of gynecological interest",,,,,,,,,,,,,
Disease,Congenital factor XI deficiency,1-9 / 1 000 000,Europe,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0.1,0.1
Disease,Best vitelliform macular dystrophy,1-9 / 100 000,Denmark,409968,409968,25958,25958,en,Validated,410293,410293,22633354[PMID],1.5,1.5
Disease,Best vitelliform macular dystrophy,1-5 / 10 000,Sweden,409966,409966,25958,25958,en,Validated,410293,410293,4448697[PMID],20,20
Disease,Best vitelliform macular dystrophy,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Best vitelliform macular dystrophy,1-9 / 100 000,Denmark,409966,409966,25958,25958,en,Validated,410293,410293,22633354[PMID],1.5,1.5
Disease,Best vitelliform macular dystrophy,1-9 / 100 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_22633354[PMID]_4448697[PMID],0,0
Category,"46,XY disorder of sex development due to a cholesterol synthesis defect",,,,,,,,,,,,,
Clinical subtype,Classic congenital lipoid adrenal hyperplasia due to STAR deficency,,,,,,,,,,,,,
Category,"46,XY disorder of sex development due to impaired androgen production",,,,,,,,,,,,,
Clinical subtype,Leydig cell hypoplasia due to LHB deficiency,,,,,,,,,,,,,
Category,Sex chromosome disorder of sex development,,,,,,,,,,,,,
Clinical subtype,Non-classic congenital lipoid adrenal hyperplasia due to STAR deficency,,,,,,,,,,,,,
Category,"46,XY disorder of sex development induced by maternal exposure to endocrine disruptors",,,,,,,,,,,,,
Morphological anomaly,Testicular agenesis,,,,,,,,,,,,,
Category,"46,XY disorder of gonadal development",,,,,,,,,,,,,
Category,"46,XY disorder of sex development of endocrine origin",,,,,,,,,,,,,
Disease,"46,XY ovotesticular disorder of sex development",,,,,,,,,,,,,
Category,"46,XX disorder of gonadal development",,,,,,,,,,,,,
Category,"Syndrome with 46,XX disorder of sex development",,,,,,,,,,,,,
Clinical group,"46,XX disorder of sex development induced by exogenous maternal-derived androgen",,,,,,,,,,,,,
Clinical group,"46,XX disorder of sex development induced by endogenous maternal-derived androgen",,,,,,,,,,,,,
Category,"46,XX disorder of sex development induced by fetoplacental androgens excess",,,,,,,,,,,,,
Clinical subtype,JMP syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,21129723[PMID]_20534754[PMID],3,3
Clinical subtype,JMP syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,21129723[PMID]_20534754[PMID],0,0
Clinical subtype,CANDLE syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,26711936[PMID],30,30
Clinical subtype,CANDLE syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_26711936[PMID],0,0
Category,Unexplained periodic fever syndrome of childhood,,,,,,,,,,,,,
Disease,Chronic nonbacterial osteomyelitis/Chronic recurrent multifocal osteomyelitis,1-9 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,12183714[PMID],0.3,0.3
Disease,Chronic nonbacterial osteomyelitis/Chronic recurrent multifocal osteomyelitis,1-9 / 100 000,Worldwide,409967,409967,25958,25958,en,Validated,410293,410293,12183714[PMID],2.5,2.5
Disease,MAGIC syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,27293269[PMID],21,21
Disease,MAGIC syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_27293269[PMID],0,0
Disease,Proteasome disability syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_24131530[PMID],0,0
Disease,Proteasome disability syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,24131530[PMID],40,40
Category,Periodic fever syndrome of childhood,,,,,,,,,,,,,
Category,Pyogenic autoinflammatory syndrome of childhood,,,,,,,,,,,,,
Category,Granulomatous autoinflammatory syndrome of childhood,,,,,,,,,,,,,
Category,Unclassified autoinflammatory syndrome of childhood,,,,,,,,,,,,,
Category,Pyogenic autoinflammatory syndrome,,,,,,,,,,,,,
Category,Granulomatous autoinflammatory syndrome,,,,,,,,,,,,,
Category,Mixed autoinflammatory and autoimmune syndrome,,,,,,,,,,,,,
Category,Unclassified autoinflammatory syndrome,,,,,,,,,,,,,
Clinical group,Trichorhinophalangeal syndrome,,,,,,,,,,,,,
Clinical group,Microcephalic primordial dwarfism,,,,,,,,,,,,,
Category,Hereditary periodic fever syndrome,,,,,,,,,,,,,
Category,Non-familial rare disease with dilated cardiomyopathy,,,,,,,,,,,,,
Clinical subtype,ABetaA21G amyloidosis,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,[EXPERT],2,2
Clinical subtype,ABetaA21G amyloidosis,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Clinical subtype,"ABeta amyloidosis, Italian type",,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,20697050[PMID]_10821838[PMID],7,7
Clinical subtype,"ABeta amyloidosis, Italian type",<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_20697050[PMID]_10821838[PMID],0,0
Disease,SRD5A3-CDG,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,18271001[PMID]_20637498[PMID],7,7
Disease,SRD5A3-CDG,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_18271001[PMID]_20637498[PMID],0,0
Clinical subtype,"ABeta amyloidosis, Arctic type",,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,11528419[PMID],1,1
Clinical subtype,"ABeta amyloidosis, Arctic type",<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_11528419[PMID],0,0
Disease,Invasive non-typhoidal salmonellosis,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Autoerythrocyte sensitization syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,19192020[PMID],170,170
Disease,Autoerythrocyte sensitization syndrome,Unknown,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Clinical subtype,"ABeta amyloidosis, Iowa type",,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,11409420[PMID]_12654973[PMID],2,2
Clinical subtype,"ABeta amyloidosis, Iowa type",<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_11409420[PMID]_12654973[PMID],0,0
Clinical subtype,ABetaL34V amyloidosis,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,16178030[PMID]_19225789[PMID],1,1
Clinical subtype,ABetaL34V amyloidosis,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_16178030[PMID]_19225789[PMID],0,0
Disease,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Clinical subtype,Classic multiminicore myopathy,,,,,,,,,,,,,
Disease,Hendra virus infection,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,22752412[PMID],7,7
Disease,Hendra virus infection,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Chikungunya,<1 / 1 000 000,France,409967,409967,25958,25958,en,Validated,410293,410293,Institut de Veille Sanitaire 2009[INST],0.02,0.02
Disease,Chikungunya,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Chikungunya,1-9 / 1 000 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,European Centre for Disease prevention and Control 2013-2017[INST],0.12,0.12
Disease,Chikungunya,1-9 / 1 000 000,Belgium,409967,409967,25958,25958,en,Validated,410293,410293,European Centre for Disease prevention and Control 2013-2017[INST],0.32,0.32
Disease,Chikungunya,<1 / 1 000 000,Finland,409967,409967,25958,25958,en,Validated,410293,410293,European Centre for Disease prevention and Control 2013-2017[INST],0.06,0.06
Disease,Chikungunya,1-9 / 1 000 000,Germany,409967,409967,25958,25958,en,Validated,410293,410293,European Centre for Disease prevention and Control 2013-2017[INST],0.13,0.13
Disease,Chikungunya,1-9 / 1 000 000,Italy,409967,409967,25958,25958,en,Validated,410293,410293,European Centre for Disease prevention and Control 2013-2017[INST],0.3,0.3
Disease,Chikungunya,<1 / 1 000 000,Latvia,409967,409967,25958,25958,en,Validated,410293,410293,European Centre for Disease prevention and Control 2013-2017[INST],0.02,0.02
Disease,Chikungunya,1-9 / 1 000 000,Spain,409967,409967,25958,25958,en,Validated,410293,410293,European Centre for Disease prevention and Control 2014-2017[INST],0.35,0.35
Disease,Chikungunya,1-9 / 1 000 000,Sweden,409967,409967,25958,25958,en,Validated,410293,410293,European Centre for Disease prevention and Control 2013-2017[INST],0.16,0.16
Disease,Chikungunya,1-9 / 1 000 000,United Kingdom,409967,409967,25958,25958,en,Validated,410293,410293,European Centre for Disease prevention and Control 2013-2017[INST],0.24,0.24
Disease,Chikungunya,1-9 / 1 000 000,Malta,409967,409967,25958,25958,en,Validated,410293,410293,European Centre for Disease prevention and Control 2013-2017[INST],0.4,0.4
Disease,Chikungunya,<1 / 1 000 000,Slovenia,409967,409967,25958,25958,en,Validated,410293,410293,European Centre for Disease prevention and Control 2013-2017[INST],0.02,0.02
Disease,Chikungunya,<1 / 1 000 000,Greece,409967,409967,25958,25958,en,Validated,410293,410293,European Centre for Disease prevention and Control 2013-2017[INST],0,0
Disease,Chikungunya,<1 / 1 000 000,Hungary,409967,409967,25958,25958,en,Validated,410293,410293,European Centre for Disease prevention and Control 2013-2017[INST],0,0
Disease,Chikungunya,<1 / 1 000 000,Ireland,409967,409967,25958,25958,en,Validated,410293,410293,European Centre for Disease prevention and Control 2013-2017[INST],0,0
Disease,Chikungunya,<1 / 1 000 000,Portugal,409967,409967,25958,25958,en,Validated,410293,410293,European Centre for Disease prevention and Control 2015-2017[INST],0,0
Disease,Familial dyskinesia and facial myokymia,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,11310626[PMID]_22782511[PMID],18,18
Disease,Familial dyskinesia and facial myokymia,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Malformation syndrome,X-linked cleft palate and ankyloglossia,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Benign Samaritan congenital myopathy,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,22752422[PMID],4,4
Disease,Benign Samaritan congenital myopathy,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
